tipo_credito,fecha_prestamo,capital_prestado,plazo_meses,edad_cliente,tipo_laboral,salario_cliente,total_otros_prestamos,cuota_pactada,puntaje,puntaje_datacredito,cant_creditosvigentes,huella_consulta,saldo_mora,saldo_total,saldo_principal,saldo_mora_codeudor,creditos_sectorFinanciero,creditos_sectorCooperativo,creditos_sectorReal,promedio_ingresos_datacredito,tendencia_ingresos,Pago_atiempo,anio_prestamo,mes_prestamo,dia_semana_prestamo,hora_prestamo,relacion_cuota_salario,relacion_deuda_salario,saldo_pendiente_estimado,prediccion_modelo,probabilidad_incumplimiento,probabilidad_pago_atiempo,resultado_prediccion
4,2025-05-25 12:04:00,1311600.0,6.0,47.0,Independiente,3800000.0,1800000.0,196448.0,95.227787,733.0,6.0,3.0,0.0,43386.0,43386.0,0.0,1.0,0.0,3.0,946640.0,Creciente,1,2025,5,6,12,0.0516968421052631,0.8188421052631579,0.0,1,0.4876908843240183,0.5123091156759817,Pago a tiempo
9,2024-12-02 10:10:00,1872642.0,10.0,42.0,Independiente,2500000.0,1000000.0,158579.0,91.728786,757.0,13.0,2.0,0.0,78918.0,77721.0,0.0,8.0,1.0,2.0,905733.0,Creciente,1,2024,12,0,10,0.0634316,1.1490568,1197.0,1,0.3449488190077865,0.6550511809922135,Pago a tiempo
9,2025-04-19 12:18:00,1948144.0,10.0,43.0,Empleado,3000000.0,1200000.0,165666.0,95.227787,857.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,931394.0,Creciente,1,2025,4,5,12,0.055222,1.0493813333333333,0.0,1,0.3884836205428681,0.6115163794571319,Pago a tiempo
4,2025-09-21 18:06:00,801600.0,6.0,41.0,Empleado,2920000.0,839000.0,121688.0,95.227787,765.0,7.0,6.0,0.0,57125.0,33552.0,0.0,0.0,3.0,2.0,917293.0,Creciente,1,2025,9,6,18,0.0416739726027397,0.5618493150684931,23573.0,1,0.242448187346054,0.757551812653946,Pago a tiempo
9,2024-12-21 15:13:00,3848117.0,11.0,39.0,Independiente,4000000.0,2000000.0,299394.0,95.227787,832.0,15.0,7.0,0.0,272372.0,259772.0,0.0,7.0,3.0,3.0,908526.0,Estable,1,2024,12,5,15,0.0748485,1.46202925,12600.0,1,0.3747052199037354,0.6252947800962646,Pago a tiempo
9,2025-05-29 10:30:00,2286871.0,10.0,48.0,Independiente,4000000.0,1500000.0,194675.0,95.227787,806.0,3.0,4.0,0.0,318.0,318.0,0.0,1.0,0.0,1.0,,,1,2025,5,3,10,0.04866875,0.94671775,0.0,1,0.3750728281265633,0.6249271718734367,Pago a tiempo
4,2025-05-05 12:59:00,3014400.0,6.0,59.0,Independiente,3500000.0,800000.0,451448.0,95.227787,867.0,4.0,3.0,0.0,44474.0,44474.0,0.0,3.0,1.0,0.0,585494.0,Creciente,1,2025,5,0,12,0.1289851428571428,1.0898285714285714,0.0,1,0.24316596195598938,0.7568340380440106,Pago a tiempo
9,2025-01-08 11:51:00,2763224.0,9.0,58.0,Independiente,3400000.0,1400000.0,258061.0,95.227787,670.0,6.0,5.0,0.0,26651.0,6561.0,0.0,1.0,1.0,3.0,984236.0,Estable,1,2025,1,2,11,0.075900294117647,1.2244776470588234,20090.0,1,0.48587564047911713,0.5141243595208829,Pago a tiempo
9,2025-04-04 10:49:00,1195636.0,10.0,57.0,Empleado,1700000.0,500000.0,101568.0,95.227787,837.0,0.0,2.0,0.0,0.0,,,0.0,0.0,0.0,2758094.0,Creciente,1,2025,4,4,10,0.0597458823529411,0.9974329411764706,,1,0.33988641370895734,0.6601135862910427,Pago a tiempo
9,2025-05-11 10:47:00,1193590.0,9.0,42.0,Independiente,3742000.0,3742000.0,111738.0,95.227787,794.0,9.0,10.0,0.0,14835.0,14835.0,0.0,6.0,0.0,1.0,,,1,2025,5,6,10,0.0298605024051309,1.3189711384286478,0.0,0,0.6094272769696514,0.3905727230303487,Posible incumplimiento
4,2025-01-20 14:12:00,7683240.0,36.0,42.0,Empleado,3200000.0,500000.0,247613.0,95.227787,858.0,5.0,4.0,0.0,40805.0,29251.0,0.0,2.0,1.0,0.0,3254135.0,Creciente,1,2025,1,0,14,0.0773790625,2.5572625,11554.0,1,0.2266822105395887,0.7733177894604113,Pago a tiempo
9,2025-05-23 17:24:00,456017.0,2.0,57.0,Empleado,2100000.0,1300000.0,179804.0,95.227787,855.0,8.0,2.0,0.0,52786.0,52786.0,0.0,6.0,0.0,1.0,3417586.0,Creciente,1,2025,5,4,17,0.0856209523809523,0.8361985714285715,0.0,1,0.1289296854160762,0.8710703145839238,Pago a tiempo
4,2025-07-21 10:31:00,789600.0,8.0,56.0,Empleado,2900000.0,886000.0,89635.0,95.227787,723.0,8.0,5.0,0.0,18713.0,16153.0,0.0,3.0,0.0,2.0,,,1,2025,7,0,10,0.0309086206896551,0.5777931034482758,2560.0,1,0.26936121264130564,0.7306387873586944,Pago a tiempo
4,2024-12-24 09:03:00,4200000.0,6.0,57.0,Empleado,3600000.0,500000.0,623388.0,95.227787,893.0,2.0,6.0,0.0,20764.0,20764.0,0.0,2.0,0.0,0.0,1815633.0,Creciente,1,2024,12,1,9,0.1731633333333333,1.3055555555555556,0.0,1,0.3561371734206177,0.6438628265793823,Pago a tiempo
4,2025-11-03 11:32:00,840000.0,6.0,56.0,Independiente,1990000.0,0.0,127944.0,95.227787,812.0,0.0,2.0,0.0,0.0,,,0.0,0.0,0.0,532317.0,Creciente,1,2025,11,0,11,0.0642934673366834,0.4221105527638191,,1,0.2818834678375286,0.7181165321624714,Pago a tiempo
4,2024-12-17 17:09:00,1560000.0,12.0,54.0,Independiente,4000000.0,300000.0,122408.0,,764.0,5.0,3.0,0.0,3402.0,3402.0,0.0,0.0,0.0,2.0,,,0,2024,12,1,17,0.030602,0.465,0.0,1,0.4067156193322471,0.5932843806677529,Pago a tiempo
4,2025-07-18 13:07:00,1745191.0,6.0,52.0,Empleado,4300000.0,2000000.0,262968.0,95.227787,801.0,7.0,6.0,0.0,132175.0,132175.0,0.0,4.0,0.0,0.0,4365302.0,Decreciente,1,2025,7,4,13,0.0611553488372093,0.8709746511627907,0.0,1,0.20743172645226282,0.7925682735477372,Pago a tiempo
4,2025-01-25 15:04:00,6000000.0,18.0,49.0,Independiente,2500000.0,300000.0,332085.0,95.227787,879.0,7.0,3.0,0.0,86064.0,85447.0,0.0,6.0,1.0,0.0,3384681.0,Creciente,1,2025,1,5,15,0.132834,2.52,617.0,1,0.24800749041989534,0.7519925095801047,Pago a tiempo
4,2025-08-25 15:06:00,1414800.0,6.0,41.0,Empleado,6020000.0,2672000.0,212954.0,89.979287,855.0,13.0,6.0,0.0,131777.0,131777.0,0.0,12.0,0.0,0.0,669000.0,Creciente,1,2025,8,0,15,0.0353744186046511,0.6788704318936877,0.0,1,0.15161403659227024,0.8483859634077298,Pago a tiempo
4,2025-04-24 15:11:00,8640000.0,36.0,40.0,Empleado,5500000.0,700000.0,281570.0,95.227787,848.0,7.0,4.0,0.0,120246.0,120246.0,0.0,5.0,0.0,1.0,3383613.0,Creciente,1,2025,4,3,15,0.0511945454545454,1.6981818181818182,0.0,1,0.19429197903657014,0.8057080209634299,Pago a tiempo
4,2025-03-27 15:24:00,489456.0,6.0,38.0,Empleado,1600000.0,800000.0,73059.0,95.227787,729.0,5.0,10.0,0.0,18241.0,18241.0,0.0,1.0,0.0,1.0,1215716.0,Decreciente,1,2025,3,3,15,0.045661875,0.80591,0.0,0,0.5052929810617102,0.4947070189382898,Posible incumplimiento
4,2025-08-20 10:02:00,3835051.0,6.0,47.0,Independiente,31809.0,2154000.0,574403.0,95.227787,790.0,8.0,3.0,0.0,17706.0,9493.0,0.0,3.0,2.0,2.0,31809.0,Creciente,1,2025,8,2,10,18.05787670156245,188.28164984752743,8213.0,1,2.1223961644167844e-05,0.9999787760383558,Pago a tiempo
4,2024-12-03 09:05:00,925086.0,6.0,45.0,Empleado,1000000.0,750000.0,137338.0,95.227787,813.0,1.0,0.0,0.0,3143.0,3143.0,0.0,0.0,0.0,1.0,1029289.0,Creciente,1,2024,12,1,9,0.137338,1.675086,0.0,1,0.3203714211393661,0.6796285788606339,Pago a tiempo
9,2025-05-05 11:14:00,1498992.0,5.0,44.0,Empleado,5000000.0,2000000.0,243323.0,95.227787,837.0,17.0,4.0,0.0,349162.0,349162.0,0.0,8.0,3.0,5.0,931394.0,Creciente,1,2025,5,0,11,0.0486646,0.6997984,0.0,1,0.17491179569853577,0.8250882043014642,Pago a tiempo
4,2025-01-11 13:45:00,1414800.0,12.0,44.0,Empleado,1300000.0,500000.0,111349.0,95.227787,786.0,2.0,3.0,0.0,31194.0,29414.0,0.0,0.0,1.0,1.0,1259976.0,Decreciente,1,2025,1,5,13,0.0856530769230769,1.472923076923077,1780.0,1,0.47696997747634073,0.5230300225236593,Pago a tiempo
9,2024-12-22 11:04:00,3104438.0,10.0,44.0,Independiente,4000000.0,1200000.0,263304.0,95.227787,801.0,4.0,1.0,0.0,15253.0,15253.0,0.0,1.0,1.0,0.0,1023410.0,Creciente,1,2024,12,6,11,0.065826,1.0761095,0.0,1,0.4128210448040749,0.5871789551959251,Pago a tiempo
9,2025-02-15 09:35:00,1736228.0,11.0,44.0,Independiente,2500000.0,1500000.0,135237.0,95.227787,799.0,4.0,2.0,0.0,41600.0,41600.0,0.0,2.0,1.0,0.0,950000.0,Decreciente,1,2025,2,5,9,0.0540948,1.2944912,0.0,1,0.4849401581402839,0.5150598418597161,Pago a tiempo
9,2025-05-25 17:04:00,1840603.0,11.0,43.0,Independiente,5000000.0,3500000.0,143776.0,95.227787,823.0,10.0,4.0,0.0,68166.0,1121.0,0.0,2.0,1.0,2.0,941789.0,Creciente,1,2025,5,6,17,0.0287552,1.0681206,67045.0,1,0.3213279246828149,0.6786720753171851,Pago a tiempo
4,2026-04-22 13:34:00,5874000.0,6.0,44.0,Empleado,4976000.0,964000.0,911133.0,95.227787,862.0,6.0,4.0,0.0,15976.0,15976.0,0.0,2.0,1.0,0.0,,,1,2026,4,2,13,0.1831055064308681,1.3741961414790995,0.0,1,0.09519037318714663,0.9048096268128534,Pago a tiempo
4,2026-01-08 14:26:00,1460400.0,6.0,44.0,Independiente,5460000.0,2413000.0,224666.0,95.227787,779.0,11.0,4.0,0.0,190898.0,190898.0,0.0,7.0,1.0,2.0,809333.0,Creciente,1,2026,1,3,14,0.041147619047619,0.7094139194139194,0.0,1,0.18373538659884603,0.816264613401154,Pago a tiempo
9,2025-07-02 17:30:00,878880.0,2.0,43.0,Independiente,5000000.0,2000000.0,346841.0,95.227787,828.0,4.0,9.0,0.0,129826.0,129826.0,0.0,0.0,1.0,2.0,903996.0,Creciente,1,2025,7,2,17,0.0693682,0.575776,0.0,1,0.44685858175371374,0.5531414182462863,Pago a tiempo
9,2025-08-13 17:57:00,5151058.0,10.0,43.0,Independiente,1000000.0,8543000.0,439644.0,95.227787,714.0,11.0,11.0,0.0,119231.0,115289.0,0.0,7.0,0.0,2.0,961885.0,Creciente,1,2025,8,2,17,0.439644,13.694058,3942.0,1,0.2080093836108331,0.7919906163891669,Pago a tiempo
9,2025-06-22 12:05:00,1526746.0,9.0,43.0,Empleado,4500000.0,2500000.0,143131.0,95.227787,846.0,7.0,2.0,0.0,93807.0,93807.0,0.0,4.0,0.0,2.0,2727272.0,Creciente,1,2025,6,6,12,0.0318068888888888,0.8948324444444444,0.0,1,0.2543056780392594,0.7456943219607406,Pago a tiempo
4,2025-10-17 16:31:00,1625923.0,24.0,43.0,Independiente,2520000.0,906000.0,77457.0,95.227787,838.0,4.0,5.0,0.0,26752.0,26752.0,0.0,1.0,1.0,0.0,,,1,2025,10,4,16,0.0307369047619047,1.0047313492063492,0.0,1,0.3467966281270275,0.6532033718729725,Pago a tiempo
4,2025-02-18 16:29:00,3307500.0,18.0,43.0,Empleado,4000000.0,2500000.0,182736.0,95.227787,849.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3042153.0,Creciente,1,2025,2,1,16,0.045684,1.451875,0.0,1,0.26739616562328206,0.7326038343767179,Pago a tiempo
9,2025-07-06 12:17:00,2442343.0,9.0,43.0,Independiente,2000000.0,700000.0,228968.0,95.227787,767.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5570896.0,Creciente,1,2025,7,6,12,0.114484,1.5711715,0.0,1,0.26420275797633697,0.735797242023663,Pago a tiempo
4,2025-03-14 18:47:00,1449000.0,12.0,43.0,Independiente,5000000.0,2000000.0,113840.0,95.227787,812.0,2.0,5.0,0.0,1309.0,1309.0,0.0,1.0,0.0,0.0,,,1,2025,3,4,18,0.022768,0.6898,0.0,1,0.4208148296229415,0.5791851703770585,Pago a tiempo
9,2025-10-12 15:58:00,2534837.0,10.0,42.0,Independiente,1562000.0,1820000.0,219759.0,95.227787,709.0,5.0,3.0,0.0,5582.0,5582.0,0.0,0.0,1.0,1.0,,,1,2025,10,6,15,0.140690781049936,2.7879878361075545,0.0,1,0.28437980075151936,0.7156201992484806,Pago a tiempo
9,2025-05-08 08:39:00,1761220.0,10.0,42.0,Empleado,2000000.0,1000000.0,149771.0,95.227787,777.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,925157.0,Creciente,1,2025,5,3,8,0.0748855,1.38061,,1,0.35164420751582304,0.648355792484177,Pago a tiempo
4,2025-06-01 10:41:00,8400000.0,6.0,42.0,Independiente,40000000.0,10000000.0,1262710.0,89.2295,757.0,13.0,7.0,0.0,218315.0,218315.0,0.0,9.0,1.0,3.0,950105.0,Creciente,1,2025,6,6,10,0.03156775,0.46,0.0,0,0.5197004277550876,0.4802995722449124,Posible incumplimiento
4,2025-05-18 19:06:00,1469666.0,10.0,44.0,Independiente,3500000.0,215000.0,137775.0,95.227787,786.0,6.0,5.0,0.0,48136.0,15930.0,0.0,5.0,0.0,1.0,1506057.0,Decreciente,1,2025,5,6,19,0.0393642857142857,0.4813331428571428,32206.0,1,0.43824267293019614,0.5617573270698039,Pago a tiempo
4,2025-05-04 12:23:00,1080000.0,8.0,42.0,Empleado,1600000.0,200000.0,123906.0,91.028987,799.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0,1560507.0,Creciente,1,2025,5,6,12,0.07744125,0.8,,1,0.42602472220540655,0.5739752777945935,Pago a tiempo
9,2025-05-15 12:29:00,1498992.0,2.0,42.0,Independiente,5000000.0,2000000.0,591302.0,95.227787,802.0,6.0,1.0,0.0,83680.0,83680.0,0.0,2.0,0.0,2.0,939017.0,Creciente,1,2025,5,3,12,0.1182604,0.6997984,0.0,1,0.39402880669658624,0.6059711933034138,Pago a tiempo
4,2025-02-14 08:37:00,1284000.0,10.0,42.0,Empleado,2400000.0,1700000.0,119109.0,95.227787,792.0,5.0,3.0,0.0,17172.0,17172.0,0.0,4.0,0.0,1.0,2765326.0,Creciente,1,2025,2,4,8,0.04962875,1.2433333333333334,0.0,1,0.36065421697527755,0.6393457830247224,Pago a tiempo
4,2025-02-22 12:02:00,3439152.0,24.0,41.0,Empleado,4500000.0,1600000.0,150328.0,95.227787,876.0,4.0,5.0,0.0,29624.0,29624.0,0.0,3.0,0.0,0.0,4787467.0,Decreciente,1,2025,2,5,12,0.0334062222222222,1.1198115555555554,0.0,1,0.43489949134970984,0.5651005086502902,Pago a tiempo
9,2025-08-04 09:49:00,2654108.0,9.0,41.0,Empleado,4500000.0,1000000.0,249296.0,95.227787,798.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4225393.0,Creciente,1,2025,8,0,9,0.0553991111111111,0.812024,0.0,1,0.2164308881522201,0.7835691118477799,Pago a tiempo
9,2026-01-15 10:35:00,900662.0,10.0,42.0,Empleado,4605000.0,2403000.0,79837.0,95.227787,807.0,12.0,3.0,0.0,35052.0,35052.0,0.0,6.0,1.0,3.0,,,1,2026,1,3,10,0.0173370249728555,0.7174076004343105,0.0,1,0.15211446028394848,0.8478855397160515,Pago a tiempo
4,2025-07-24 15:18:00,1225112.0,6.0,41.0,Independiente,1000000.0,356000.0,184601.0,95.227787,807.0,2.0,3.0,0.0,26316.0,26316.0,0.0,0.0,1.0,0.0,961885.0,Creciente,1,2025,7,3,15,0.184601,1.581112,0.0,1,0.26295520693157515,0.7370447930684249,Pago a tiempo
9,2025-01-11 15:34:00,916877.0,10.0,42.0,Empleado,1500000.0,800000.0,77765.0,82.308401,726.0,7.0,1.0,0.0,73502.0,73502.0,,3.0,0.0,3.0,,,1,2025,1,5,15,0.0518433333333333,1.1445846666666666,0.0,1,0.42290979852355504,0.577090201476445,Pago a tiempo
4,2025-04-21 11:17:00,1297920.0,6.0,41.0,Empleado,3000000.0,1500000.0,193735.0,95.227787,804.0,4.0,2.0,0.0,33085.0,33085.0,0.0,3.0,0.0,0.0,4572280.0,Creciente,1,2025,4,0,11,0.0645783333333333,0.93264,0.0,1,0.19471750645212182,0.8052824935478782,Pago a tiempo
9,2025-08-09 11:42:00,4789906.0,10.0,41.0,Empleado,3000000.0,700000.0,408820.0,95.227787,823.0,1.0,2.0,0.0,12294.0,12294.0,0.0,1.0,0.0,0.0,920861.0,Creciente,1,2025,8,5,11,0.1362733333333333,1.8299686666666664,0.0,1,0.22839061232345315,0.7716093876765469,Pago a tiempo
9,2025-03-08 16:28:00,4862867.0,10.0,41.0,Independiente,4772583.0,3969833.0,412879.0,95.227787,829.0,8.0,3.0,0.0,46194.0,46194.0,0.0,2.0,2.0,2.0,,,1,2025,3,5,16,0.0865105960441128,1.8507168969088648,0.0,1,0.28978382203133746,0.7102161779686625,Pago a tiempo
9,2025-01-25 12:11:00,2785216.0,9.0,41.0,Independiente,10000000.0,8000000.0,260115.0,68.587644,796.0,4.0,5.0,0.0,450351.0,103019.0,0.0,2.0,0.0,2.0,3500000.0,Creciente,1,2025,1,5,12,0.0260115,1.0785216,347332.0,1,0.39647908639283114,0.6035209136071689,Pago a tiempo
9,2025-12-05 08:17:00,1364771.0,11.0,40.0,Empleado,1353000.0,426000.0,110779.0,95.227787,820.0,4.0,4.0,0.0,7896.0,7896.0,0.0,1.0,1.0,1.0,,,1,2025,12,4,8,0.0818765705838876,1.3235558019216556,0.0,1,0.2149816436453582,0.7850183563546418,Pago a tiempo
9,2025-02-06 14:27:00,1686816.0,10.0,38.0,Empleado,1100000.0,500000.0,143068.0,95.227787,778.0,7.0,7.0,0.0,116057.0,72266.0,0.0,0.0,2.0,1.0,1372208.0,Creciente,1,2025,2,3,14,0.1300618181818182,1.9880145454545453,43791.0,1,0.33170200333309485,0.6682979966669051,Pago a tiempo
9,2025-02-15 11:59:00,3804503.0,9.0,37.0,Empleado,3000000.0,1500000.0,355648.0,95.227787,894.0,3.0,4.0,0.0,3606.0,3606.0,0.0,0.0,2.0,0.0,2840155.0,Creciente,1,2025,2,5,11,0.1185493333333333,1.7681676666666666,0.0,1,0.2834004358291301,0.7165995641708699,Pago a tiempo
9,2025-03-20 14:14:00,776900.0,11.0,51.0,Independiente,7000000.0,3500000.0,60548.0,95.227787,767.0,11.0,8.0,0.0,74819.0,74819.0,0.0,6.0,0.0,4.0,925157.0,Creciente,1,2025,3,3,14,0.0086497142857142,0.6109857142857142,0.0,0,0.5363599525551788,0.4636400474448213,Posible incumplimiento
4,2025-03-24 11:12:00,1787244.0,12.0,47.0,Independiente,7000000.0,100000.0,141267.0,95.227787,788.0,6.0,7.0,0.0,16553.0,16553.0,0.0,3.0,0.0,2.0,,,1,2025,3,0,11,0.020181,0.2696062857142857,0.0,0,0.5075775847649455,0.4924224152350545,Posible incumplimiento
4,2025-02-24 13:39:00,840000.0,8.0,43.0,Independiente,1700000.0,800000.0,95273.0,,830.0,2.0,2.0,0.0,100473.0,100473.0,0.0,1.0,0.0,0.0,924166.0,Creciente,0,2025,2,0,13,0.0560429411764705,0.9647058823529412,0.0,1,0.339173393176343,0.660826606823657,Pago a tiempo
9,2025-06-15 16:15:00,2293712.0,10.0,43.0,Empleado,4000000.0,2000000.0,195360.0,95.227787,801.0,2.0,4.0,0.0,51885.0,51885.0,0.0,1.0,0.0,0.0,4061068.0,Creciente,1,2025,6,6,16,0.04884,1.073428,0.0,1,0.2641908705093151,0.7358091294906849,Pago a tiempo
4,2024-12-23 14:43:00,600000.0,6.0,40.0,Independiente,2900000.0,900000.0,88962.0,95.227787,802.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1161637.0,Decreciente,1,2024,12,0,14,0.0306765517241379,0.5172413793103449,0.0,1,0.4271257836479877,0.5728742163520123,Pago a tiempo
9,2025-09-21 15:00:00,2678923.0,3.0,40.0,Empleado,7713000.0,2367000.0,778635.0,95.227787,828.0,4.0,2.0,0.0,67787.0,67787.0,0.0,3.0,0.0,0.0,6500000.0,Creciente,1,2025,9,6,15,0.100950991831972,0.6542101646570725,0.0,1,0.2172919066014558,0.7827080933985442,Pago a tiempo
9,2025-12-14 18:11:00,5376562.0,9.0,40.0,Independiente,4100000.0,0.0,520314.0,95.227787,802.0,5.0,13.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,962963.0,Creciente,1,2025,12,6,18,0.1269058536585365,1.3113565853658538,0.0,1,0.40994548858787894,0.5900545114121211,Pago a tiempo
9,2025-06-01 16:15:00,1325582.0,10.0,40.0,Empleado,4000000.0,3500000.0,112843.0,95.227787,824.0,3.0,3.0,0.0,49873.0,49873.0,0.0,1.0,0.0,2.0,,,1,2025,6,6,16,0.02821075,1.2063955,0.0,1,0.34551821154819506,0.6544817884518049,Pago a tiempo
4,2025-05-24 07:01:00,1158000.0,6.0,40.0,Empleado,5500000.0,1000000.0,173426.0,95.227787,746.0,5.0,9.0,0.0,7602.0,7602.0,0.0,3.0,0.0,0.0,,,1,2025,5,5,7,0.031532,0.3923636363636363,0.0,0,0.5643655036764776,0.4356344963235223,Posible incumplimiento
10,2025-02-25 15:29:00,2886029.0,36.0,40.0,Independiente,4000000.0,500000.0,93925.0,95.227787,793.0,6.0,6.0,0.0,35588.0,35588.0,0.0,4.0,0.0,0.0,,,1,2025,2,1,15,0.02348125,0.84650725,0.0,0,0.632868317617977,0.36713168238202293,Posible incumplimiento
9,2025-05-04 08:19:00,1852966.0,10.0,40.0,Empleado,1400000.0,800000.0,157573.0,95.227787,837.0,3.0,2.0,0.0,8153.0,8153.0,0.0,3.0,0.0,0.0,1202583.0,Creciente,1,2025,5,6,8,0.1125521428571428,1.8949757142857144,0.0,1,0.352412224086052,0.647587775913948,Pago a tiempo
4,2025-01-17 10:24:00,1736820.0,6.0,40.0,Independiente,3000000.0,1500000.0,257518.0,95.227787,844.0,12.0,3.0,0.0,111164.0,111164.0,0.0,4.0,0.0,3.0,688965.0,Decreciente,1,2025,1,4,10,0.0858393333333333,1.07894,0.0,1,0.4275508110323093,0.5724491889676907,Pago a tiempo
9,2025-07-06 18:14:00,2068459.0,10.0,40.0,Empleado,3400000.0,1200000.0,176174.0,95.227787,774.0,5.0,13.0,0.0,88838.0,88838.0,0.0,3.0,1.0,0.0,,,1,2025,7,6,18,0.0518158823529411,0.9613114705882352,0.0,1,0.49245773965358364,0.5075422603464164,Pago a tiempo
9,2025-06-13 11:20:00,6630004.0,9.0,40.0,Independiente,4000000.0,2200000.0,621261.0,95.227787,725.0,6.0,4.0,0.0,9248.0,9248.0,0.0,0.0,2.0,2.0,946640.0,Creciente,1,2025,6,4,11,0.15531525,2.207501,0.0,1,0.2735080323048066,0.7264919676951934,Pago a tiempo
9,2025-05-16 12:55:00,4898041.0,10.0,40.0,Empleado,5800000.0,3200000.0,416520.0,95.227787,855.0,5.0,2.0,0.0,163546.0,163546.0,0.0,4.0,0.0,0.0,7014877.0,Decreciente,1,2025,5,4,12,0.0718137931034482,1.3962139655172414,0.0,1,0.11819345052747054,0.8818065494725295,Pago a tiempo
4,2024-11-30 08:15:00,9955408.0,36.0,39.0,Independiente,10000000.0,2280000.0,320137.0,95.227787,824.0,8.0,15.0,0.0,160204.0,160204.0,0.0,5.0,0.0,1.0,6617553.0,Decreciente,1,2024,11,5,8,0.0320137,1.2235408,0.0,0,0.6810465234105105,0.3189534765894894,Posible incumplimiento
9,2025-05-08 13:45:00,635717.0,4.0,40.0,Independiente,12000000.0,8000000.0,127781.0,95.227787,792.0,9.0,3.0,0.0,111259.0,44726.0,0.0,1.0,4.0,0.0,,,1,2025,5,3,13,0.0106484166666666,0.7196430833333334,66533.0,1,0.18431990595197778,0.8156800940480222,Pago a tiempo
4,2024-12-20 18:47:00,1295760.0,18.0,40.0,Empleado,2000000.0,1000000.0,71589.0,95.227787,773.0,8.0,4.0,0.0,35689.0,35689.0,0.0,1.0,0.0,6.0,2754968.0,Creciente,1,2024,12,4,18,0.0357945,1.14788,0.0,1,0.47364077606571187,0.5263592239342881,Pago a tiempo
9,2025-03-12 13:42:00,2119943.0,10.0,40.0,Empleado,2112500.0,975000.0,179992.0,95.227787,803.0,5.0,4.0,0.0,22947.0,22947.0,0.0,1.0,0.0,0.0,2298719.0,Decreciente,1,2025,3,2,13,0.0852033136094674,1.465061775147929,0.0,1,0.27545204663449907,0.7245479533655009,Pago a tiempo
9,2026-01-02 11:02:00,2174947.0,11.0,41.0,Empleado,7013000.0,1686000.0,177530.0,95.227787,839.0,6.0,1.0,0.0,33048.0,33048.0,0.0,2.0,1.0,0.0,1520000.0,Estable,1,2026,1,4,11,0.0253144160844146,0.5505414230714387,0.0,1,0.10936457674548272,0.8906354232545173,Pago a tiempo
9,2025-02-28 09:07:00,1928957.0,11.0,40.0,Empleado,3400000.0,1200000.0,150249.0,95.227787,863.0,5.0,1.0,0.0,104.0,104.0,0.0,2.0,0.0,1.0,923771.0,Creciente,1,2025,2,4,9,0.0441908823529411,0.9202814705882352,0.0,1,0.2930173841558249,0.7069826158441751,Pago a tiempo
9,2025-06-14 12:13:00,2353321.0,9.0,40.0,Empleado,3000000.0,1500000.0,220517.0,95.227787,787.0,8.0,4.0,0.0,174463.0,174463.0,0.0,5.0,0.0,2.0,1548073.0,Creciente,1,2025,6,5,12,0.0735056666666666,1.2844403333333334,0.0,1,0.3136195070770964,0.6863804929229036,Pago a tiempo
9,2025-02-24 11:47:00,1477654.0,9.0,40.0,Empleado,4437982.0,3000000.0,137802.0,95.227787,847.0,6.0,3.0,0.0,15903.0,15903.0,0.0,3.0,0.0,0.0,4594880.0,Estable,1,2025,2,0,11,0.0310505991236557,1.0089391980409117,0.0,1,0.2001471557470692,0.7998528442529308,Pago a tiempo
9,2025-01-06 13:16:00,2123935.0,10.0,39.0,Empleado,2000000.0,200000.0,180142.0,91.728786,826.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1276334.0,Decreciente,1,2025,1,0,13,0.090071,1.1619675,0.0,1,0.3939611938187306,0.6060388061812694,Pago a tiempo
4,2025-01-05 18:10:00,3285120.0,12.0,39.0,Empleado,7000000.0,2000000.0,228133.0,95.227787,815.0,6.0,4.0,0.0,146188.0,18945.0,0.0,4.0,0.0,2.0,7286965.0,Creciente,1,2025,1,6,18,0.0325904285714285,0.7550171428571428,127243.0,1,0.25706806791697745,0.7429319320830226,Pago a tiempo
9,2025-02-05 13:05:00,2169558.0,10.0,39.0,Independiente,5000000.0,4000000.0,184012.0,91.99794,895.0,8.0,3.0,0.0,148537.0,148537.0,0.0,6.0,0.0,0.0,1981817.0,Estable,1,2025,2,2,13,0.0368024,1.2339116,0.0,1,0.2735583868664496,0.7264416131335504,Pago a tiempo
10,2024-12-23 10:27:00,5875800.0,36.0,39.0,Empleado,4600000.0,800000.0,189951.0,95.227787,730.0,8.0,2.0,0.0,158575.0,158575.0,0.0,5.0,0.0,1.0,4155736.0,Creciente,1,2024,12,0,10,0.0412936956521739,1.4512608695652174,0.0,1,0.33566309910936243,0.6643369008906376,Pago a tiempo
